"term","description","category","English","Japanese","Russian","French","German","Spanish","Portuguese (Brazil)","Chinese (Simplified)","Chinese (Traditional)","Korean","PolskI","Output Localization"
"FollowerInteractions/GiveQuest/Story_8_0","What a follower says when they give you a quest apart of a story","100","O great and generous Lamb! I have heard some sick followers from Sozo’s seeking refuge in your Cult. Their old Leader has always been capricious, but ever since he got his hands on all those mushrooms… please, Lamb! May they stay?","おお慈悲深き子羊よ！ ソーゾウのもとにいた病気の信者たちが、庇護を求めていると聞きました。彼らの指導者は元々気まぐれでしたが、あのキノコに手を出して以来さらに…彼らを庇護してあげましょう。","Взываю к вам! Больные последователи Содзо просят нас пустить их в поселение. Старый Содзо всегда был непредсказуем, а уж после того как начал исследовать эти грибы… Прошу вас, примите этих несчастных!","Certains adeptes malades ont fui Sozo et cherchent refuge au sein de notre culte. Il semblerait que les champignons hallucinogènes aient altéré son jugement... Je vous en conjure, vénérable Agneau, pouvons-nous les accueillir ?","O großes und gütiges Lamm! Ich hörte, einige kranke Anhänger Sozos suchen Zuflucht in deinem Kult. Ihr alter Anführer war schon immer launisch, aber seit er diese ganzen Pilze in die Hände bekommen hat … bitte Lamm! Dürfen sie bleiben?","¡Oh, gran y generoso líder! He oído que varios adeptos enfermos de Sozo buscan refugio en tu secta. Su antiguo líder siempre fue muy caprichoso, pero desde que le echó el guante a todas esas setas… ¡Por favor, Cordero! ¿Se pueden quedar?","Ó, grande e generoso Cordeiro! Soube que alguns seguidores doentes do Sozo procuram refúgio no seu Culto. O antigo Líder deles sempre foi imprevisível, mas depois que ele obteve aqueles cogumelos... Por favor, Cordeiro! Eles podem ficar?","喔，伟大又慷慨的圣羊啊！听说有一些索佐的追随者生病了，想来您的教会避难。他们那个老教主以前就很善变，不过自从他接触了那些蘑菇之后……拜托了，圣羊！能让他们留下吗？","喔，偉大又慷慨的聖羊啊！聽說有一些索佐的追隨者生病了，想來您的教會避難。他們那個老教主以前就很善變，不過自從他接觸了那些蘑菇之後……拜託了，聖羊！能讓他們留下嗎？","오 위대하시고 자비로우신 어린 양이여! 소조의 병든 추종자 중 일부가 당신의 교단에 피신 왔다는 이야기를 들었습니다. 그들의 옛 지도자는 평소에도 변덕스러웠지만, 그 버섯에 손을 대고 난 이후에는... 부탁입니다, 어린 양이시여! 그들을 받아줘도 될까요?","O wielki i hojny Baranku! Słyszałem, że chorzy wyznawcy Sozo szukają schronienia w twoim Kulcie. Ich stary przywódca zawsze był kapryśny, ale odkąd miał te wszystkie grzyby... proszę, Baranku! Czy mogą zostać?","""FollowerInteractions/GiveQuest/Story_8_0"", """""
"FollowerInteractions/GiveQuest/Story_8_0/Complete","What a follower says when you completed their story quest","100","You are as wonderful as they say!","みなの言う通り、あなたは素晴らしい指導者だ！","О вашем милосердии нужно слагать легенды!","Vous êtes véritablement un être admirable !","Du bist genauso wundervoll, wie es immer heißt!","¡Eres tan genial como dicen!","Você é tão incrível quanto dizem!","您果然跟大家说的一样好！","您果然跟大家說的一樣好！","들리는 대로 정말 멋진 분이시군요!","Jesteś tak wspaniały, jak mówią!","""FollowerInteractions/GiveQuest/Story_8_0/Complete"", """""
"FollowerInteractions/GiveQuest/Story_8_1","What a follower says when they give you a quest apart of a story","100","Leader, I… I… I miss mushrooms! Will you perform the Brainwashing Ritual, please? I need <shake>mushrooms…</shake>","教祖よ、私…その…キノコが食べたいんです！ 洗脳の儀式をやっていただけませんか？ 今すぐ必要なんです、あの<shake>キノコが…</shake>","Простите, мне… Мне хочется ещё грибов! Проведите ритуал, мне нужны эти <shake>грибы</shake>…","Guide... Je... J'ai... besoin de champignons ! J'aimerais me soumettre au Rituel de lavage de cerveau. <shake>Il me faut des champignons</shake>...","Anführer, mir … mir … mir fehlen die Pilze! Würdest du bitte ein Ritual der Gehirnwäsche durchführen? Ich brauche <shake>Pilze …</shake>","¡Líder! ¡Echo… echo de menos mis setas! ¿Podrías hacer un lavado de cerebros, por favor? Necesito <shake>setas…</shake>","Líder, Eu... eu... sinto falta dos cogumelos! Você pode realizar o Ritual de Lavagem Cerebral, por favor? Preciso de <shake>cogumelos...</shake>","教主，我……我……我好想念蘑菇的滋味啊！能不能拜托您举行洗脑仪式呢？我好需要<shake>蘑菇啊……</shake>","教主，我……我……我好想念蘑菇的滋味啊！能不能拜託您舉行洗腦儀式呢？我好需要<shake>蘑菇啊……</shake>","지도자님, 저... 저... 버섯이 그립습니다! 제발 세뇌 의식을 거행해주실 수 없나요? 정말로 <shake>버섯</shake>이 필요합니다...","Przywódco, Ja… Ja… potrzebuje grzybów! Wykonasz rytuał prania mózgu, proszę? Ja potrzebuje<shake>Grzybów…</shake>","""FollowerInteractions/GiveQuest/Story_8_1"", """""
"FollowerInteractions/GiveQuest/Story_8_1/Complete","What a follower says when you completed their story quest","100","O mighty mushrooms… I mean Lamb…","おお力強きキノコよ…じゃなくて子羊よ…","Восславим грибы… То есть ягнёнка…","Ô, vénérables champignons... Euh, je veux dire, honorable Agneau !","O mächtige Pilze … ich meine, mächtiges Lamm …","Ay, setas todopoderosas… digo… Cordero.","Ó, grandes cogumelos... Quero dizer, grande Cordeiro...","喔伟大的蘑菇……呃，我是说圣羊啊……","喔偉大的蘑菇……呃，聖羊啊……","오 위대한 버섯... 아니 어린 양이시여...","O wspaniały grzybie… mam na myśli Baranku…","""FollowerInteractions/GiveQuest/Story_8_1/Complete"", """""
"FollowerInteractions/GiveQuest/CrisisOfFaith","","100","Faith in the Lamb is at an all time low, and cannot be endured any longer. You must restore Faith in the Cult or we will leave in a mass exodus. Remember, without a Cult you will surely die.","子羊への信仰は地に落ちました。信仰を取り戻すことができなければ、私たちは一斉に教団をあとにするでしょう。いいですか、教団がなければ、あなたは死んでしまうのですよ。","Вера в вас слаба как никогда. Если вы ничего не сделаете, мы начнём уходить один за другим. Вряд ли ваш покровитель оставит вас в живых, если поселение опустеет.","La foi que nous vous portons n'a jamais été aussi basse. Vous devez restaurer notre foi ou nous n'aurons pas d'autre choix que de vous abandonner. Gardez à l'esprit que sans votre culte, vous n'êtes rien...","Der Glaube an das Lamm hat einen absoluten Tiefstand erreicht. Du musst den Glauben im Kult wiederherstellen oder wir werden in Massen abwandern. Denk daran, ohne einen Kult stirbst du mit Sicherheit.","La fe en el Cordero está bajo mínimos y no aguantará mucho más. Debes restablecer la fe en la secta o abandonaremos en masa. Recuerda, sin una seta, morirás seguro.","A Fé no Cordeiro está em baixa e não vai se sustentar por muito mais tempo. Você deve restaurar a Fé no Culto ou vamos deixá-lo aos montes. Lembre-se, sem um Culto, você certamente morrerá.","大家对圣羊的信仰已无比低迷，不能再继续忍耐下去了。你必须恢复徒众对教会的信仰值，否则教徒将大批出走。别忘了，没有了教会，你必死无疑。","大家對聖羊的信仰已無比低迷，不能再繼續忍耐下去了。你必須恢復徒眾對教會的信仰值，否則教徒將大批出走。別忘了，沒有了教會，你必死無疑。","어린 양에 대한 신앙은 이제 사상 최저치이고, 이를 더 두고볼 수는 없습니다. 교단에 대한 신앙을 회복하지 않으면 우리 모두 대탈출을 거행할 것입니다. 기억하십시오, 교단이 없다면 당신은 확실하게 죽을 것입니다.","Wiara w Baranka jest na najniższym poziomie i nie może być dłużej znoszona. Musisz przywrócić wiarę w Kult, inaczej nastąpi masowa ucieczka. Pamiętaj, bez Kultu z pewnością umrzesz.","""FollowerInteractions/GiveQuest/CrisisOfFaith"", """""
"FollowerInteractions/GiveQuest/CrisisOfFaith/Complete","","100","You have restored our faith in you, praise be the Lamb!","あなたへの信仰はここに取り戻されました。子羊を称えよ！","Мы рады, что вера наконец окрепла. Восславим ягнёнка!","Nous croyons en vous à nouveau ! Gloire à l'Agneau !","Du hast unseren Glauben an dich wiederhergestellt, gepriesen sei das Lamm!","¡Has recuperado nuestra fe en ti, alabado sea el Cordero!","Nossa fé em você foi restaurada! Louvado seja o Cordeiro!","您让大家重拾了对您的信仰，赞颂圣羊！","您讓大家重拾了對您的信仰，讚頌聖羊！","그대에 대한 우리의 신앙을 회복시켜주셨군요, 어린 양을 찬양하라!","Przywróciłeś naszą wiarę w ciebie, chwała Barankowi!","""FollowerInteractions/GiveQuest/CrisisOfFaith/Complete"", """""
"FollowerInteractions/GiveWorkerCommand_2/Description","Interaction Wheel
  Tell follower to do a work task","50","Give command to your Follower","信者に指示を出す","Приказать заняться делом.","Donner du travail à un adepte.","Gib deinem Anhänger einen Befehl.","Manda al adepto a trabajar.","Dá uma ordem ao seu Seguidor","对教徒下命令","對教徒下命令","추종자에게 명령을 내리세요","Daj rozkaz swojemu Wyznawcy","""FollowerInteractions/GiveWorkerCommand_2/Description"", """""
"FollowerInteractions/","","","","","","","","","","","","","","""FollowerInteractions/"", """""
"FollowerInteractions/GiveQuest/FindFollower/Variant_1","What a follower says when they want you to go find their relation in the dungeon","100","Excuse me leader, my friend and I were traveling together through <color=#FFD201>Anura</color> and lost each other. Can you please see if you can find them?","お願いです、教祖様。<color=#FFD201>蛙の樹林</color>を共に旅していた友人とはぐれてしまったのです。どうか、私の友を見つけてくれませんか？","Не откажите мне в помощи! Мой друг потерялся, когда шёл через земноводье. Не могли бы вы его разыскать?","Guide, j'ai perdu mon compagnon de route lors d'un voyage à Anura ! Nous devons partir à sa recherche !","Entschuldige Anführer, mein Freund und ich sind gemeinsam durch Anura gereist und haben einander aus den Augen verloren. Kannst du vielleicht bei der Suche helfen?","Perdona, líder, pero mi amigo y yo íbamos caminando juntos por Anura y nos hemos separado sin querer. ¿Podrías ir a buscarlo?","Com licença, Líder. Meu amigo e eu estávamos viajando juntos por Anura e nos perdemos. Você poderia ver se consegue encontrá-lo?","不好意思，教主，我跟朋友结伴穿越无尾林时走散了。能不能请您帮忙找到我朋友？","不好意思，教主，我跟朋友結伴穿越無尾林時走散了。能不能請您幫忙找到我朋友？","실례합니다 지도자님, 친구와 제가 <color=#FFD201>아누라</color>를 여행 중에 서로를 잃어버리고 말았습니다. 제 친구를 찾아주실 수 있나요?","Przepraszam przywódco, mój przyjaciel i ja podróżowaliśmy razem przez <color=#FFD201>Anurę</color> i zgubiliśmy się. Czy możesz spróbować go znaleźć?","""FollowerInteractions/GiveQuest/FindFollower/Variant_1"", """""
"FollowerInteractions/GiveQuest/FindFollower/Variant_2","What a follower says when they want you to go find their relation in the dungeon","100","Help Leader! Before you brought me into your Cult my sister and I were separated when travelling through <color=#FFD201>Anchordeep.</color> Please, can you go and find them?","教祖様、助けてください！ 私がこの教団に入る前のこと…<color=#FFD201>深淵の沼地</color>にて姉妹と離れ離れになってしまったのです。どうか見つけてくれはしないでしょうか？","Помогите мне! Мы с сестрой потеряли друг друга из виду, когда путешествовали по топи. Можете ли вы спасти её, как спасли меня?","Aidez-moi, Guide ! Peu avant que je ne rejoigne le culte, j'explorais Ancr'ombre avec l'un des miens. Je m'inquiète... Partons à sa rescousse !","Hilfe, Anführer! Bevor du mich in deinem Kult aufgenommen hast, sind meine Schwester und ich bei einer Reise durch die Ankertiefen getrennt worden. Kannst du bitte losziehen und sie suchen?","¡Ayuda, líder! Antes de que me trajeras a la secta, mi hermana y yo íbamos caminando por Anclaprofunda cuando nos separamos. ¿Por favor, puedes ir a buscarla?","Líder, ajuda! Antes de você me trazer para o culto, me perdi da minha irmã enquanto viajávamos pela Ancorada. Por favor, será que você poderia procurá-la?","教主帮帮忙！您带我入教之前，我跟姐妹穿越锚渊沼时走散了。拜托了，您能不能去找我姐妹？","教主幫幫忙！您帶我入教之前，我跟姊妹穿越錨淵沼時走散了。拜託了，您能不能去找我姊妹？","도와주십시오 지도자님! 지도자님께서 절 여기로 데려오시기 전 제 자매와 함께 <color=#FFD201>앵커딥</color>을 여행하다가 서로 헤어지고 말았습니다. 부디, 자매를 찾아주실 수 있나요?","Pomóż, przywódco! Zanim przyprowadziłeś mnie do swojego Kultu, moja siostra i ja zostaliśmy rozdzieleni podczas podróży przez <color=#FFD201>Anchordeep.</color> Proszę, czy możesz ich poszukać?","""FollowerInteractions/GiveQuest/FindFollower/Variant_2"", """""
